NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
NAP1L2,nucleosome assembly protein 1 like 2 [Source:HGNC Symbol;Acc:HGNC:7638],null,null,-0.22155984
B3GAT3,"beta-1,3-glucuronyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:923]",null,null,-0.22157224
PFKFB1,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:8872]",null,null,-0.22160104
OR51E2,olfactory receptor family 51 subfamily E member 2 [Source:HGNC Symbol;Acc:HGNC:15195],null,null,-0.22165269
ZNF780B,zinc finger protein 780B [Source:HGNC Symbol;Acc:HGNC:33109],null,null,-0.22171646
GNAI1,G protein subunit alpha i1 [Source:HGNC Symbol;Acc:HGNC:4384],null,null,-0.221756
XAF1,XIAP associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30932],null,null,-0.22182699
KLHDC1,kelch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19836],null,null,-0.22188486
NDUFAF4,NADH:ubiquinone oxidoreductase complex assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:21034],null,null,-0.22202095
TRIM40,tripartite motif containing 40 [Source:HGNC Symbol;Acc:HGNC:18736],null,null,-0.22206366
PODXL,podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171],null,null,-0.22225758
KDM4C,lysine demethylase 4C [Source:HGNC Symbol;Acc:HGNC:17071],null,null,-0.22236313
ZNF507,zinc finger protein 507 [Source:HGNC Symbol;Acc:HGNC:23783],null,null,-0.22245254
HINT3,histidine triad nucleotide binding protein 3 [Source:HGNC Symbol;Acc:HGNC:18468],null,null,-0.22248746
PDE12,phosphodiesterase 12 [Source:HGNC Symbol;Acc:HGNC:25386],null,null,-0.22260864
FMR1,FMRP translational regulator 1 [Source:HGNC Symbol;Acc:HGNC:3775],null,null,-0.22277018
MRPL50,mitochondrial ribosomal protein L50 [Source:HGNC Symbol;Acc:HGNC:16654],null,null,-0.22277817
ACSL1,acyl-CoA synthetase long chain family member 1 [Source:HGNC Symbol;Acc:HGNC:3569],null,null,-0.22298503
PTPN4,protein tyrosine phosphatase non-receptor type 4 [Source:HGNC Symbol;Acc:HGNC:9656],null,null,-0.22314818
KLHL2,kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353],null,null,-0.22323596
HGS,hepatocyte growth factor-regulated tyrosine kinase substrate [Source:HGNC Symbol;Acc:HGNC:4897],null,null,-0.22327583
SYNGR1,synaptogyrin 1 [Source:HGNC Symbol;Acc:HGNC:11498],null,null,-0.22331177
C16orf87,chromosome 16 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:33754],null,null,-0.22366725
PCGF6,polycomb group ring finger 6 [Source:HGNC Symbol;Acc:HGNC:21156],null,null,-0.22383855
PXMP4,peroxisomal membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15920],null,null,-0.22392763
GOLGA7B,golgin A7 family member B [Source:HGNC Symbol;Acc:HGNC:31668],null,null,-0.22397967
GADD45G,growth arrest and DNA damage inducible gamma [Source:HGNC Symbol;Acc:HGNC:4097],null,null,-0.22441156
SLITRK5,SLIT and NTRK like family member 5 [Source:HGNC Symbol;Acc:HGNC:20295],null,null,-0.22443707
PDE9A,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795],null,null,-0.22445816
C6orf226,chromosome 6 open reading frame 226 [Source:HGNC Symbol;Acc:HGNC:34431],null,null,-0.22447965
RAP2C,"RAP2C, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:21165]",null,null,-0.22449426
LRRC66,leucine rich repeat containing 66 [Source:HGNC Symbol;Acc:HGNC:34299],null,null,-0.22456455
DZIP1L,DAZ interacting zinc finger protein 1 like [Source:HGNC Symbol;Acc:HGNC:26551],null,null,-0.22469918
FBXW2,F-box and WD repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:13608],null,null,-0.22470798
SOX6,SRY-box transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:16421],null,null,-0.22481062
RAB1B,"RAB1B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18370]",null,null,-0.22499277
TRIM59,tripartite motif containing 59 [Source:HGNC Symbol;Acc:HGNC:30834],null,null,-0.22503538
MICOS13,mitochondrial contact site and cristae organizing system subunit 13 [Source:HGNC Symbol;Acc:HGNC:33702],null,null,-0.22516352
PEX2,peroxisomal biogenesis factor 2 [Source:HGNC Symbol;Acc:HGNC:9717],null,null,-0.22520244
MRPS15,mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:14504],null,null,-0.22547276
ARMCX5-GPRASP2,ARMCX5-GPRASP2 readthrough [Source:HGNC Symbol;Acc:HGNC:42000],null,null,-0.22550814
ADH7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide [Source:HGNC Symbol;Acc:HGNC:256]",null,null,-0.22553231
PCDHB18P,protocadherin beta 18 pseudogene [Source:HGNC Symbol;Acc:HGNC:14548],null,null,-0.22561608
NDUFB11,NADH:ubiquinone oxidoreductase subunit B11 [Source:HGNC Symbol;Acc:HGNC:20372],null,null,-0.22580647
GREM2,"gremlin 2, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:17655]",null,null,-0.22593936
PSTK,phosphoseryl-tRNA kinase [Source:HGNC Symbol;Acc:HGNC:28578],null,null,-0.22596033
NUMBL,NUMB like endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8061],null,null,-0.22603934
PPP3R1,"protein phosphatase 3 regulatory subunit B, alpha [Source:HGNC Symbol;Acc:HGNC:9317]",null,null,-0.22606918
ADH4,"alcohol dehydrogenase 4 (class II), pi polypeptide [Source:HGNC Symbol;Acc:HGNC:252]",null,null,-0.22614405
RAD21,RAD21 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:9811],null,null,-0.22622892
NDUFAF6,NADH:ubiquinone oxidoreductase complex assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:28625],null,null,-0.22630754
MDM4,MDM4 regulator of p53 [Source:HGNC Symbol;Acc:HGNC:6974],null,null,-0.22633623
NDUFA9,NADH:ubiquinone oxidoreductase subunit A9 [Source:HGNC Symbol;Acc:HGNC:7693],null,null,-0.2263411
RARS2,"arginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21406]",null,null,-0.2263591
MSH3,mutS homolog 3 [Source:HGNC Symbol;Acc:HGNC:7326],null,null,-0.2264523
SMG1,SMG1 nonsense mediated mRNA decay associated PI3K related kinase [Source:HGNC Symbol;Acc:HGNC:30045],null,null,-0.22650123
ZMIZ1,zinc finger MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493],null,null,-0.22653364
MDFIC2,MyoD family inhibitor domain containing 2 [Source:HGNC Symbol;Acc:HGNC:53442],null,null,-0.22667089
ZNF566,zinc finger protein 566 [Source:HGNC Symbol;Acc:HGNC:25919],null,null,-0.22668251
ATPSCKMT,ATP synthase c subunit lysine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:27029],null,null,-0.22673976
IRS2,insulin receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:6126],null,null,-0.22678214
RAB1A,"RAB1A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9758]",null,null,-0.22684391
ERP44,endoplasmic reticulum protein 44 [Source:HGNC Symbol;Acc:HGNC:18311],null,null,-0.22706011
TUBGCP4,tubulin gamma complex associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16691],null,null,-0.22708265
COMMD1,copper metabolism domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23024],null,null,-0.2271203
PAF1,"PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]",null,null,-0.22723387
AMT,aminomethyltransferase [Source:HGNC Symbol;Acc:HGNC:473],null,null,-0.22770284
UBQLN4,ubiquilin 4 [Source:HGNC Symbol;Acc:HGNC:1237],null,null,-0.22782144
ZNF681,zinc finger protein 681 [Source:HGNC Symbol;Acc:HGNC:26457],null,null,-0.22790782
CEP78,centrosomal protein 78 [Source:HGNC Symbol;Acc:HGNC:25740],null,null,-0.22797014
C12orf60,chromosome 12 open reading frame 60 [Source:HGNC Symbol;Acc:HGNC:28726],null,null,-0.22799884
RAB11B,"RAB11B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9761]",null,null,-0.22800696
CEP19,centrosomal protein 19 [Source:HGNC Symbol;Acc:HGNC:28209],null,null,-0.22821222
TNFAIP8L2,TNF alpha induced protein 8 like 2 [Source:HGNC Symbol;Acc:HGNC:26277],null,null,-0.22822532
SETD1B,"SET domain containing 1B, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:29187]",null,null,-0.22837977
NELFCD,negative elongation factor complex member C/D [Source:HGNC Symbol;Acc:HGNC:15934],null,null,-0.22843611
MRPL46,mitochondrial ribosomal protein L46 [Source:HGNC Symbol;Acc:HGNC:1192],null,null,-0.22847036
MARK4,microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538],null,null,-0.22849385
COPB2,coatomer protein complex subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:2232],null,null,-0.22862668
HMGB2,high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000],null,null,-0.22863609
VWC2,von Willebrand factor C domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30200],null,null,-0.22870162
FARS2,"phenylalanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21062]",null,null,-0.22877167
PPP1R1A,protein phosphatase 1 regulatory inhibitor subunit 1A [Source:HGNC Symbol;Acc:HGNC:9286],null,null,-0.22883196
GATAD1,GATA zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29941],null,null,-0.22883973
SON,SON DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11183],null,null,-0.2288483
CSGALNACT1,chondroitin sulfate N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24290],null,null,-0.22891778
TRIB1,tribbles pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:16891],null,null,-0.22902973
MRPS27,mitochondrial ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:14512],null,null,-0.2291753
DYNC1LI1,dynein cytoplasmic 1 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:18745],null,null,-0.22919187
KIAA0513,KIAA0513 [Source:HGNC Symbol;Acc:HGNC:29058],null,null,-0.22927731
FIZ1,FLT3 interacting zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:25917],null,null,-0.22945507
ARMC1,armadillo repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:17684],null,null,-0.22952399
WBP11,WW domain binding protein 11 [Source:HGNC Symbol;Acc:HGNC:16461],null,null,-0.22960746
ZC3H4,zinc finger CCCH-type containing 4 [Source:HGNC Symbol;Acc:HGNC:17808],null,null,-0.22976053
SLC25A38,solute carrier family 25 member 38 [Source:HGNC Symbol;Acc:HGNC:26054],null,null,-0.22976215
COX6B1,cytochrome c oxidase subunit 6B1 [Source:HGNC Symbol;Acc:HGNC:2280],null,null,-0.22993949
FAM155B,family with sequence similarity 155 member B [Source:HGNC Symbol;Acc:HGNC:30701],null,null,-0.23008154
EIF4E,eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287],null,null,-0.23025428
CBLN1,cerebellin 1 precursor [Source:HGNC Symbol;Acc:HGNC:1543],null,null,-0.23028564
MSL1,MSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:27905],null,null,-0.23039186
GTSE1,G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698],null,null,-0.23055662
ZRANB3,zinc finger RANBP2-type containing 3 [Source:HGNC Symbol;Acc:HGNC:25249],null,null,-0.23056208
DRAM2,DNA damage regulated autophagy modulator 2 [Source:HGNC Symbol;Acc:HGNC:28769],null,null,-0.23080511
DECR1,"2,4-dienoyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:2753]",null,null,-0.23081386
MYL1,myosin light chain 1 [Source:HGNC Symbol;Acc:HGNC:7582],null,null,-0.23089379
PNMA8B,PNMA family member 8B [Source:HGNC Symbol;Acc:HGNC:29206],null,null,-0.23090775
PKD2L1,"polycystin 2 like 1, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9011]",null,null,-0.23125769
STYX,serine/threonine/tyrosine interacting protein [Source:HGNC Symbol;Acc:HGNC:11447],null,null,-0.2313951
PTPRU,protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683],null,null,-0.23146914
HSPA1L,heat shock protein family A (Hsp70) member 1 like [Source:HGNC Symbol;Acc:HGNC:5234],null,null,-0.23147836
ACBD4,acyl-CoA binding domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23337],null,null,-0.23157775
PNKD,PNKD metallo-beta-lactamase domain containing [Source:HGNC Symbol;Acc:HGNC:9153],null,null,-0.2316795
SMIM17,small integral membrane protein 17 [Source:HGNC Symbol;Acc:HGNC:27114],null,null,-0.23172127
TTI1,TELO2 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29029],null,null,-0.23174903
CCDC87,coiled-coil domain containing 87 [Source:HGNC Symbol;Acc:HGNC:25579],null,null,-0.23175433
DNAJC7,DnaJ heat shock protein family (Hsp40) member C7 [Source:HGNC Symbol;Acc:HGNC:12392],null,null,-0.23179136
KIF22,kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391],null,null,-0.23185372
ZNF385B,zinc finger protein 385B [Source:HGNC Symbol;Acc:HGNC:26332],null,null,-0.23194447
PAG1,phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:HGNC:30043],null,null,-0.231986
RERE,arginine-glutamic acid dipeptide repeats [Source:HGNC Symbol;Acc:HGNC:9965],null,null,-0.23198739
DOK4,docking protein 4 [Source:HGNC Symbol;Acc:HGNC:19868],null,null,-0.23199597
C1orf127,chromosome 1 open reading frame 127 [Source:HGNC Symbol;Acc:HGNC:26730],null,null,-0.23214625
TMEM255A,transmembrane protein 255A [Source:HGNC Symbol;Acc:HGNC:26086],null,null,-0.2322654
WDR76,WD repeat domain 76 [Source:HGNC Symbol;Acc:HGNC:25773],null,null,-0.23242414
SNCA,synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138],null,null,-0.23249605
PIM2,"Pim-2 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8987]",null,null,-0.2326135
RPL15,ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:10306],null,null,-0.23265484
PPM1B,"protein phosphatase, Mg2+/Mn2+ dependent 1B [Source:HGNC Symbol;Acc:HGNC:9276]",null,null,-0.23272792
NRM,nurim [Source:HGNC Symbol;Acc:HGNC:8003],null,null,-0.23274228
CADM2,cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:29849],null,null,-0.23281084
UBE2K,ubiquitin conjugating enzyme E2 K [Source:HGNC Symbol;Acc:HGNC:4914],null,null,-0.23294969
ALG12,"ALG12 alpha-1,6-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:19358]",null,null,-0.23304626
IKZF1,IKAROS family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13176],null,null,-0.23314884
TM2D3,TM2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24128],null,null,-0.23321955
COA4,cytochrome c oxidase assembly factor 4 homolog [Source:HGNC Symbol;Acc:HGNC:24604],null,null,-0.23338963
SYT5,synaptotagmin 5 [Source:HGNC Symbol;Acc:HGNC:11513],null,null,-0.23350987
ATL1,atlastin GTPase 1 [Source:HGNC Symbol;Acc:HGNC:11231],null,null,-0.23351279
TBC1D19,TBC1 domain family member 19 [Source:HGNC Symbol;Acc:HGNC:25624],null,null,-0.23351862
KIF1C,kinesin family member 1C [Source:HGNC Symbol;Acc:HGNC:6317],null,null,-0.2337242
GRAMD4,GRAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29113],null,null,-0.23377486
SQLE,squalene epoxidase [Source:HGNC Symbol;Acc:HGNC:11279],null,null,-0.23379171
VPS26A,"VPS26, retromer complex component A [Source:HGNC Symbol;Acc:HGNC:12711]",null,null,-0.23390372
LBR,lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518],null,null,-0.23407622
TXLNB,taxilin beta [Source:HGNC Symbol;Acc:HGNC:21617],null,null,-0.2341642
NDUFB10,NADH:ubiquinone oxidoreductase subunit B10 [Source:HGNC Symbol;Acc:HGNC:7696],null,null,-0.2343136
MORC4,MORC family CW-type zinc finger 4 [Source:HGNC Symbol;Acc:HGNC:23485],null,null,-0.23462497
FBXO9,F-box protein 9 [Source:HGNC Symbol;Acc:HGNC:13588],null,null,-0.23474595
SMIM6,small integral membrane protein 6 [Source:HGNC Symbol;Acc:HGNC:40032],null,null,-0.2348413
LARP4B,La ribonucleoprotein 4B [Source:HGNC Symbol;Acc:HGNC:28987],null,null,-0.23522176
LMAN2L,"lectin, mannose binding 2 like [Source:HGNC Symbol;Acc:HGNC:19263]",null,null,-0.23534383
SRSF7,serine and arginine rich splicing factor 7 [Source:HGNC Symbol;Acc:HGNC:10789],null,null,-0.23561603
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:4800],null,null,-0.23566288
TRIM32,tripartite motif containing 32 [Source:HGNC Symbol;Acc:HGNC:16380],null,null,-0.23567851
SIGIRR,single Ig and TIR domain containing [Source:HGNC Symbol;Acc:HGNC:30575],null,null,-0.23568879
DNAH11,dynein axonemal heavy chain 11 [Source:HGNC Symbol;Acc:HGNC:2942],null,null,-0.23598322
TAF12,TATA-box binding protein associated factor 12 [Source:HGNC Symbol;Acc:HGNC:11545],null,null,-0.23603
NECAP1,NECAP endocytosis associated 1 [Source:HGNC Symbol;Acc:HGNC:24539],null,null,-0.23635317
IDH3G,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:5386],null,null,-0.23636085
RFXANK,regulatory factor X associated ankyrin containing protein [Source:HGNC Symbol;Acc:HGNC:9987],null,null,-0.23651128
KCND3,potassium voltage-gated channel subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:6239],null,null,-0.23659031
UBL4A,ubiquitin like 4A [Source:HGNC Symbol;Acc:HGNC:12505],null,null,-0.23659268
DEPTOR,DEP domain containing MTOR interacting protein [Source:HGNC Symbol;Acc:HGNC:22953],null,null,-0.23660357
LRP1,LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692],null,null,-0.23682438
NSMCE1,"NSE1 homolog, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:29897]",null,null,-0.23691963
CALHM5,calcium homeostasis modulator family member 5 [Source:HGNC Symbol;Acc:HGNC:21568],null,null,-0.23693803
ARL5B,ADP ribosylation factor like GTPase 5B [Source:HGNC Symbol;Acc:HGNC:23052],null,null,-0.23701815
HNRNPC,heterogeneous nuclear ribonucleoprotein C [Source:HGNC Symbol;Acc:HGNC:5035],null,null,-0.23702207
UBE2N,ubiquitin conjugating enzyme E2 N [Source:HGNC Symbol;Acc:HGNC:12492],null,null,-0.23733562
MRPL39,mitochondrial ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:14027],null,null,-0.23736063
POMT1,protein O-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:9202],null,null,-0.23746426
MYO19,myosin XIX [Source:HGNC Symbol;Acc:HGNC:26234],null,null,-0.23757052
C20orf173,chromosome 20 open reading frame 173 [Source:HGNC Symbol;Acc:HGNC:16166],null,null,-0.2376058
RASL10B,RAS like family 10 member B [Source:HGNC Symbol;Acc:HGNC:30295],null,null,-0.23761106
NARF,nuclear prelamin A recognition factor [Source:HGNC Symbol;Acc:HGNC:29916],null,null,-0.23763774
LRTOMT,leucine rich transmembrane and O-methyltransferase domain containing [Source:HGNC Symbol;Acc:HGNC:25033],null,null,-0.23782147
HIGD1A,HIG1 hypoxia inducible domain family member 1A [Source:HGNC Symbol;Acc:HGNC:29527],null,null,-0.23787777
ECI1,enoyl-CoA delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:2703],null,null,-0.23792253
PYGM,"glycogen phosphorylase, muscle associated [Source:HGNC Symbol;Acc:HGNC:9726]",null,null,-0.23801342
ABHD11,abhydrolase domain containing 11 [Source:HGNC Symbol;Acc:HGNC:16407],null,null,-0.23801437
VEZF1,vascular endothelial zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:12949],null,null,-0.238042
HPCAL4,hippocalcin like 4 [Source:HGNC Symbol;Acc:HGNC:18212],null,null,-0.23810907
GFM2,G elongation factor mitochondrial 2 [Source:HGNC Symbol;Acc:HGNC:29682],null,null,-0.2381362
SLC35F1,solute carrier family 35 member F1 [Source:HGNC Symbol;Acc:HGNC:21483],null,null,-0.23818852
SCN11A,sodium voltage-gated channel alpha subunit 11 [Source:HGNC Symbol;Acc:HGNC:10583],null,null,-0.2382074
FAM107A,family with sequence similarity 107 member A [Source:HGNC Symbol;Acc:HGNC:30827],null,null,-0.2383631
GCHFR,GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194],null,null,-0.23841217
CPS1,carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323],null,null,-0.23858221
PEX11B,peroxisomal biogenesis factor 11 beta [Source:HGNC Symbol;Acc:HGNC:8853],null,null,-0.23865025
OLFM1,olfactomedin 1 [Source:HGNC Symbol;Acc:HGNC:17187],null,null,-0.23880298
METTL22,methyltransferase like 22 [Source:HGNC Symbol;Acc:HGNC:28368],null,null,-0.2388532
TRMT13,tRNA methyltransferase 13 homolog [Source:HGNC Symbol;Acc:HGNC:25502],null,null,-0.23904192
AP1G2,adaptor related protein complex 1 subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:556],null,null,-0.23909116
FXYD7,FXYD domain containing ion transport regulator 7 [Source:HGNC Symbol;Acc:HGNC:4034],null,null,-0.2392563
RABL6,"RAB, member RAS oncogene family like 6 [Source:HGNC Symbol;Acc:HGNC:24703]",null,null,-0.23939288
TATDN2,TatD DNase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28988],null,null,-0.23955119
USF3,upstream transcription factor family member 3 [Source:HGNC Symbol;Acc:HGNC:30494],null,null,-0.23956066
PPP1R7,protein phosphatase 1 regulatory subunit 7 [Source:HGNC Symbol;Acc:HGNC:9295],null,null,-0.23980422
IARS2,"isoleucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29685]",null,null,-0.23995224
NGDN,neuroguidin [Source:HGNC Symbol;Acc:HGNC:20271],null,null,-0.24003017
TMEM259,transmembrane protein 259 [Source:HGNC Symbol;Acc:HGNC:17039],null,null,-0.24009703
NDUFC2,NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706],null,null,-0.24021095
NOL7,nucleolar protein 7 [Source:HGNC Symbol;Acc:HGNC:21040],null,null,-0.240212
PRUNE2,prune homolog 2 with BCH domain [Source:HGNC Symbol;Acc:HGNC:25209],null,null,-0.24023543
PRODH2,proline dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:17325],null,null,-0.24031529
ZNF668,zinc finger protein 668 [Source:HGNC Symbol;Acc:HGNC:25821],null,null,-0.2403166
AHCY,adenosylhomocysteinase [Source:HGNC Symbol;Acc:HGNC:343],null,null,-0.24048907
TMOD1,tropomodulin 1 [Source:HGNC Symbol;Acc:HGNC:11871],null,null,-0.24070181
ARHGAP18,Rho GTPase activating protein 18 [Source:HGNC Symbol;Acc:HGNC:21035],null,null,-0.24097389
