Human Marker Symbol,Human Entrez Gene ID,Mouse Marker Symbol,MGI Marker Accession ID
MTREX,23517,Mtrex,  MGI:1919448
MTRF1,9617,Mtrf1,  MGI:2384815
MTRF1L,54516,Mtrf1l,  MGI:1918830
MTRR,4552,Mtrr,  MGI:1891037
MTSS1,9788,Mtss1,  MGI:2384818
MTSS2,92154,Mtss2,  MGI:3039591
MTTP,4547,Mttp,  MGI:106926
MTURN,222166,Mturn,  MGI:1915485
MTUS1,57509,Mtus1,  MGI:2142572
MTUS2,23281,Mtus2,  MGI:1915388
MTX1,4580,Mtx1,  MGI:103025
MTX2,10651,Mtx2,  MGI:1859652
MTX3,345778,Mtx3,  MGI:2686040
MUC1,4582,Muc1,  MGI:97231
MUC13,56667,Muc13,  MGI:103190
MUC15,143662,Muc15,  MGI:2442110
MUC16,94025,Muc16,  MGI:1920982
MUC17,140453,Muc3,  MGI:1203527
MUC19,283463,Muc19,  MGI:2676278
MUC2,4583,Muc2,  MGI:1339364
MUC20,200958,Muc20,  MGI:2385039
MUC3A,4584,Muc3a,  MGI:3588263
MUC4,4585,Muc4,  MGI:2153525
MUC5AC,4586,Muc5ac,  MGI:104697
MUC5B,727897,Muc5b,  MGI:1921430
MUC6,4588,Muc6,  MGI:2663233
MUCL3,135656,Mucl3,  MGI:2685476
MUL1,79594,Mul1,  MGI:1915600
MUS81,80198,Mus81,  MGI:1918961
MUSK,4593,Musk,  MGI:103581
MUSTN1,389125,Mustn1,  MGI:1913425
MUTYH,4595,Mutyh,  MGI:1917853
MVB12A,93343,Mvb12a,  MGI:1920961
MVB12B,89853,Mvb12b,  MGI:1919793
MVD,4597,Mvd,  MGI:2179327
MVK,4598,Mvk,  MGI:107624
MVP,9961,Mvp,  MGI:1925638
MX1,4599,Mx1,  MGI:97243
MX1,4599,Mx2,  MGI:97244
MX2,4600,Mx1,  MGI:97243
MX2,4600,Mx2,  MGI:97244
MXD1,4084,Mxd1,  MGI:96908
MXD3,83463,Mxd3,  MGI:104987
MXD4,10608,Mxd4,  MGI:104991
MXI1,4601,Mxi1,  MGI:97245
MXRA7,439921,Mxra7,  MGI:1914872
MXRA8,54587,Mxra8,  MGI:1922011
MYADM,91663,Myadm,  MGI:1355332
MYADML2,255275,Myadml2,  MGI:1915765
MYB,4602,Myb,  MGI:97249
MYBBP1A,10514,Mybbp1a,  MGI:106181
MYBL1,4603,Mybl1,  MGI:99925
MYBL2,4605,Mybl2,  MGI:101785
MYBPC1,4604,Mybpc1,  MGI:1336213
MYBPC2,4606,Mybpc2,  MGI:1336170
MYBPC3,4607,Mybpc3,  MGI:102844
MYBPH,4608,Mybph,  MGI:1858196
MYBPHL,343263,Mybphl,  MGI:1916003
MYC,4609,Myc,  MGI:97250
MYCBP,26292,Mycbp,  MGI:1891750
MYCBP2,23077,Mycbp2,  MGI:2179432
MYCBPAP,84073,Mycbpap,  MGI:2388726
MYCL,4610,Mycl,  MGI:96799
MYCN,4613,Mycn,  MGI:97357
MYCT1,80177,Myct1,  MGI:1915882
MYD88,4615,Myd88,  MGI:108005
MYDGF,56005,Mydgf,  MGI:2156020
MYEF2,50804,Myef2,  MGI:104592
MYF5,4617,Myf5,  MGI:97252
MYF6,4618,Myf6,  MGI:97253
MYG1,60314,Myg1,  MGI:1929864
MYH1,4619,Myh1,  MGI:1339711
MYH10,4628,Myh10,  MGI:1930780
MYH11,4629,Myh11,  MGI:102643
MYH13,8735,Myh13,  MGI:1339967
MYH14,79784,Myh14,  MGI:1919210
MYH15,22989,Myh15,  MGI:3643515
MYH2,4620,Myh2,  MGI:1339710
MYH3,4621,Myh3,  MGI:1339709
MYH4,4622,Myh4,  MGI:1339713
MYH6,4624,Myh6,  MGI:97255
MYH7,4625,Myh7,  MGI:2155600
MYH7B,57644,Myh7b,  MGI:3710243
MYH8,4626,Myh8,  MGI:1339712
MYH9,4627,Myh9,  MGI:107717
MYL1,4632,Myl1,  MGI:97269
MYL10,93408,Myl10,  MGI:1891705
MYL12A,10627,Myl12a,  MGI:1914518
MYL12B,103910,Myl12b,  MGI:107494
MYL2,4633,Myl2,  MGI:97272
MYL3,4634,Myl3,  MGI:97268
MYL4,4635,Myl4,  MGI:97267
MYL6,4637,Myl6,  MGI:109318
MYL6B,140465,Myl6b,  MGI:1917789
MYL7,58498,Myl7,  MGI:107495
MYL9,10398,Myl9,  MGI:2138915
MYLIP,29116,Mylip,  MGI:2388271
MYLK,4638,Mylk,  MGI:894806
MYLK2,85366,Mylk2,  MGI:2139434
MYLK3,91807,Mylk3,  MGI:2443063
MYLK4,340156,Mylk4,  MGI:3643758
MYLPF,29895,Mylpf,  MGI:97273
MYMK,389827,Mymk,  MGI:1913389
MYNN,55892,Mynn,  MGI:1931415
MYO10,4651,Myo10,  MGI:107716
MYO15A,51168,Myo15,  MGI:1261811
MYO15B,80022,Myo15b,  MGI:2685534
MYO16,23026,Myo16,  MGI:2685951
MYO18A,399687,Myo18a,  MGI:2667185
MYO18B,84700,Myo18b,  MGI:1921626
MYO19,80179,Myo19,  MGI:1913446
MYO1A,4640,Myo1a,  MGI:107732
MYO1B,4430,Myo1b,  MGI:107752
MYO1C,4641,Myo1c,  MGI:106612
MYO1D,4642,Myo1d,  MGI:107728
MYO1E,4643,Myo1e,  MGI:106621
MYO1F,4542,Myo1f,  MGI:107711
MYO1G,64005,Myo1g,  MGI:1927091
MYO1H,283446,Myo1h,  MGI:1914674
MYO3A,53904,Myo3a,  MGI:2183924
MYO3B,140469,Myo3b,  MGI:2448580
MYO5A,4644,Myo5a,  MGI:105976
MYO5B,4645,Myo5b,  MGI:106598
MYO5C,55930,Myo5c,  MGI:2442485
MYO6,4646,Myo6,  MGI:104785
MYO7A,4647,Myo7a,  MGI:104510
MYO7B,4648,Myo7b,  MGI:107709
MYO9A,4649,Myo9a,  MGI:107735
MYO9B,4650,Myo9b,  MGI:106624
MYOC,4653,Myoc,  MGI:1202864
MYOCD,93649,Myocd,  MGI:2137495
MYOCOS,110806290,Myocos,  MGI:3642786
MYOD1,4654,Myod1,  MGI:97275
MYOF,26509,Myof,  MGI:1919192
MYOG,4656,Myog,  MGI:97276
MYOM1,8736,Myom1,  MGI:1341430
MYOM2,9172,Myom2,  MGI:1328358
MYOM3,127294,Myom3,  MGI:2685280
MYOPARR,114004358,Myoparr,  MGI:6278009
MYORG,57462,Myorg,  MGI:2140300
MYOT,9499,Myot,  MGI:1889800
MYOZ1,58529,Myoz1,  MGI:1929471
MYOZ2,51778,Myoz2,  MGI:1913063
MYOZ3,91977,Myoz3,  MGI:2179296
MYPN,84665,Mypn,  MGI:1916052
MYPOP,339344,Mypop,  MGI:2446472
MYRF,745,Myrf,  MGI:2684944
MYRFL,196446,Myrfl,  MGI:2685085
MYRIP,25924,Myrip,  MGI:2384407
MYSM1,114803,Mysm1,  MGI:2444584
MYT1,4661,Myt1,  MGI:1100535
MYT1L,23040,Myt1l,  MGI:1100511
MYZAP,100820829,Myzap,  MGI:2142908
MZB1,51237,Mzb1,  MGI:1917066
MZF1,7593,Mzf1,  MGI:107457
MZT1,440145,Mzt1,  MGI:1924039
MZT2A,653784,Mzt2,  MGI:1922845
N4BP1,9683,N4bp1,  MGI:2136825
N4BP2,55728,N4bp2,  MGI:2684414
N4BP2L1,90634,N4bp2l1,  MGI:2140872
N4BP2L2,10443,N4bp2l2,  MGI:2687207
N4BP3,23138,N4bp3,  MGI:2442218
N6AMT1,29104,N6amt1,  MGI:1915018
NAA10,8260,Naa10,  MGI:1915255
NAA11,84779,Naa11,  MGI:2141314
NAA15,80155,Naa15,  MGI:1922088
NAA16,79612,Naa16,  MGI:1914147
NAA20,51126,Naa20,  MGI:1915127
NAA25,80018,Naa25,  MGI:2442563
NAA30,122830,Naa30,  MGI:1922259
NAA35,60560,Naa35,  MGI:1925939
NAA38,84316,Naa38,  MGI:1925554
NAA40,79829,Naa40,  MGI:1918249
NAA50,80218,Naa50,  MGI:1919367
NAA60,79903,Naa60,  MGI:1922013
NAA80,24142,Naa80,  MGI:1888902
NAAA,27163,Naaa,  MGI:1914361
NAALAD2,10003,Naalad2,  MGI:1919810
NAALADL1,10004,Naaladl1,  MGI:2685810
NAALADL2,254827,Naaladl2,  MGI:2685867
NAB1,4664,Nab1,  MGI:107564
NAB2,4665,Nab2,  MGI:107563
NABP1,64859,Nabp1,  MGI:1923258
NABP2,79035,Nabp2,  MGI:1917167
NACA,4666,Naca,  MGI:106095
NACAD,23148,Nacad,  MGI:3603030
NACC1,112939,Nacc1,  MGI:1914080
NACC2,138151,Nacc2,  MGI:1915241
NADK,65220,Nadk,  MGI:2183149
NADK2,133686,Nadk2,  MGI:1915896
NADSYN1,55191,Nadsyn1,  MGI:1926164
NAE1,8883,Nae1,  MGI:2384561
NAF1,92345,Naf1,  MGI:2682306
NAGA,4668,Naga,  MGI:1261422
NAGK,55577,Nagk,  MGI:1860418
NAGLU,4669,Naglu,  MGI:1351641
NAGPA,51172,Nagpa,  MGI:1351598
NAGS,162417,Nags,  MGI:2387600
NAIF1,203245,Naif1,  MGI:1918504
NAIP,4671,Naip1,  MGI:1298223
NAIP,4671,Naip2,  MGI:1298226
NAIP,4671,Naip5,  MGI:1298220
NAIP,4671,Naip6,  MGI:1298222
NALCN,259232,Nalcn,  MGI:2444306
NAMPT,10135,Nampt,  MGI:1929865
NANOG,79923,Nanog,  MGI:1919200
NANOS1,340719,Nanos1,  MGI:2669254
NANOS2,339345,Nanos2,  MGI:2676627
NANOS3,342977,Nanos3,  MGI:2675387
NANP,140838,Nanp,  MGI:1914561
NANS,54187,Nans,  MGI:2149820
NAP1L1,4673,Nap1l1,  MGI:1855693
NAP1L2,4674,Nap1l2,  MGI:106654
NAP1L3,4675,Nap1l3,  MGI:1859565
NAP1L4,4676,Nap1l4,  MGI:1316687
NAP1L5,266812,Nap1l5,  MGI:1923555
NAPA,8775,Napa,  MGI:104563
NAPB,63908,Napb,  MGI:104562
NAPEPLD,222236,Napepld,  MGI:2140885
NAPG,8774,Napg,  MGI:104561
NAPRT,93100,Naprt,  MGI:2442664
NAPSA,9476,Napsa,  MGI:109365
NARF,26502,Narf,  MGI:1914858
NARS1,4677,Nars,  MGI:1917473
NARS2,79731,Nars2,  MGI:2142075
NASP,4678,Nasp,  MGI:1355328
NAT1,9,Nat1,  MGI:97279
NAT1,9,Nat2,  MGI:109201
NAT1,9,Nat3,  MGI:102537
NAT10,55226,Nat10,  MGI:2138939
NAT14,57106,Nat14,  MGI:3039561
NAT2,10,Nat1,  MGI:97279
NAT2,10,Nat2,  MGI:109201
NAT2,10,Nat3,  MGI:102537
NAT8,9027,Nat8,  MGI:1915646
NAT8B,51471,Nat8,  MGI:1915646
NAT8L,339983,Nat8l,  MGI:2447776
NAT9,26151,Nat9,  MGI:1913426
NATD1,256302,Natd1,  MGI:1344388
NAV1,89796,Nav1,  MGI:2183683
NAV2,89797,Nav2,  MGI:2183691
NAV3,89795,Nav3,  MGI:2183703
NAXD,55739,Naxd,  MGI:1913353
NAXE,128240,Naxe,  MGI:2180167
NBAS,51594,Nbas,  MGI:1918419
NBDY,550643,Nbdy,  MGI:1917373
NBEA,26960,Nbea,  MGI:1347075
NBEAL1,65065,Nbeal1,  MGI:2444343
NBEAL2,23218,Nbeal2,  MGI:2448554
NBL1,4681,Nbl1,  MGI:104591
NBN,4683,Nbn,  MGI:1351625
NBR1,4077,Nbr1,  MGI:108498
NCALD,83988,Ncald,  MGI:1196326
NCAM1,4684,Ncam1,  MGI:97281
NCAM2,4685,Ncam2,  MGI:97282
NCAN,1463,Ncan,  MGI:104694
NCAPD2,9918,Ncapd2,  MGI:1915548
NCAPD3,23310,Ncapd3,  MGI:2142989
NCAPG,64151,Ncapg,  MGI:1930197
NCAPG2,54892,Ncapg2,  MGI:1923294
NCAPH,23397,Ncaph,  MGI:2444777
NCAPH2,29781,Ncaph2,  MGI:1289164
NCBP1,4686,Ncbp1,  MGI:1891840
NCBP2,22916,Ncbp2,  MGI:1915342
NCBP3,55421,Ncbp3,  MGI:1914124
NCCRP1,342897,Nccrp1,  MGI:2685009
NCDN,23154,Ncdn,  MGI:1347351
NCEH1,57552,Nceh1,  MGI:2443191
NCF1,653361,Ncf1,  MGI:97283
NCF2,4688,Ncf2,  MGI:97284
NCF4,4689,Ncf4,  MGI:109186
NCK1,4690,Nck1,  MGI:109601
NCK2,8440,Nck2,  MGI:1306821
NCKAP1,10787,Nckap1,  MGI:1355333
NCKAP1L,3071,Nckap1l,  MGI:1926063
NCKAP5,344148,Nckap5,  MGI:2686394
NCKAP5L,57701,Nckap5l,  MGI:3609653
NCKIPSD,51517,Nckipsd,  MGI:1931834
NCL,4691,Ncl,  MGI:97286
NCLN,56926,Ncln,  MGI:1926081
NCMAP,400746,Ncmap,  MGI:2444888
NCOA1,8648,Ncoa1,  MGI:1276523
NCOA2,10499,Ncoa2,  MGI:1276533
NCOA3,8202,Ncoa3,  MGI:1276535
NCOA4,8031,Ncoa4,  MGI:1350932
NCOA5,57727,Ncoa5,  MGI:2385165
NCOA6,23054,Ncoa6,  MGI:1929915
NCOA7,135112,Ncoa7,  MGI:2444847
NCOR1,9611,Ncor1,  MGI:1349717
NCOR2,9612,Ncor2,  MGI:1337080
NCR1,9437,Ncr1,  MGI:1336212
NCR3,259197,Ncr3-ps,  MGI:2149332
NCS1,23413,Ncs1,  MGI:109166
NCSTN,23385,Ncstn,  MGI:1891700
ND1,4535,mt-Nd1,  MGI:101787
ND2,4536,mt-Nd2,  MGI:102500
ND3,4537,mt-Nd3,  MGI:102499
ND4,4538,mt-Nd4,  MGI:102498
ND4L,4539,mt-Nd4l,  MGI:102497
ND5,4540,mt-Nd5,  MGI:102496
ND6,4541,mt-Nd6,  MGI:102495
NDC1,55706,Ndc1,  MGI:1920037
NDC80,10403,Ndc80,  MGI:1914302
NDE1,54820,Nde1,  MGI:1914453
NDEL1,81565,Ndel1,  MGI:1932915
NDFIP1,80762,Ndfip1,  MGI:1929601
NDFIP2,54602,Ndfip2,  MGI:1923523
NDN,4692,Ndn,  MGI:97290
NDNF,79625,Ndnf,  MGI:1915419
NDOR1,27158,Ndor1,  MGI:1926047
NDP,4693,Ndp,  MGI:102570
NDRG1,10397,Ndrg1,  MGI:1341799
NDRG2,57447,Ndrg2,  MGI:1352498
NDRG3,57446,Ndrg3,  MGI:1352499
NDRG4,65009,Ndrg4,  MGI:2384590
NDST1,3340,Ndst1,  MGI:104719
NDST2,8509,Ndst2,  MGI:97040
NDST3,9348,Ndst3,  MGI:1932544
NDST4,64579,Ndst4,  MGI:1932545
NDUFA1,4694,Ndufa1,  MGI:1929511
NDUFA10,4705,Ndufa10,  MGI:1914523
NDUFA11,126328,Ndufa11,  MGI:1917125
NDUFA12,55967,Ndufa12,  MGI:1913664
NDUFA13,51079,Ndufa13,  MGI:1914434
NDUFA2,4695,Ndufa2,  MGI:1343103
NDUFA3,4696,Ndufa3,  MGI:1913341
NDUFA4,4697,Ndufa4,  MGI:107686
NDUFA4L2,56901,Ndufa4l2,  MGI:3039567
NDUFA5,4698,Ndufa5,  MGI:1915452
NDUFA6,4700,Ndufa6,  MGI:1914380
NDUFA7,4701,Ndufa7,  MGI:1913666
NDUFA8,4702,Ndufa8,  MGI:1915625
NDUFA9,4704,Ndufa9,  MGI:1913358
NDUFAB1,4706,Ndufab1,  MGI:1917566
NDUFAF1,51103,Ndufaf1,  MGI:1916952
NDUFAF2,91942,Ndufaf2,  MGI:1922847
NDUFAF3,25915,Ndufaf3,  MGI:1913956
NDUFAF4,29078,Ndufaf4,  MGI:1915743
NDUFAF5,79133,Ndufaf5,  MGI:1916737
NDUFAF6,137682,Ndufaf6,  MGI:1924197
NDUFAF7,55471,Ndufaf7,  MGI:1920944
NDUFAF8,284184,Ndufaf8,  MGI:1913676
NDUFB1,4707,Ndufb1,  MGI:3780865
NDUFB10,4716,Ndufb10,  MGI:1915592
NDUFB11,54539,Ndufb11,  MGI:1349919
NDUFB2,4708,Ndufb2,  MGI:1915448
NDUFB3,4709,Ndufb3,  MGI:1913745
NDUFB4,4710,Ndufb4,  MGI:1915444
NDUFB5,4711,Ndufb5,  MGI:1913296
NDUFB6,4712,Ndufb6,  MGI:2684983
NDUFB7,4713,Ndufb7,  MGI:1914166
NDUFB8,4714,Ndufb8,  MGI:1914514
NDUFB9,4715,Ndufb9,  MGI:1913468
NDUFC1,4717,Ndufc1,  MGI:1913627
NDUFC2,4718,Ndufc2,  MGI:1344370
NDUFS1,4719,Ndufs1,  MGI:2443241
NDUFS2,4720,Ndufs2,  MGI:2385112
NDUFS3,4722,Ndufs3,  MGI:1915599
NDUFS4,4724,Ndufs4,  MGI:1343135
NDUFS5,4725,Ndufs5,  MGI:1890889
NDUFS6,4726,Ndufs6,  MGI:107932
NDUFS7,374291,Ndufs7,  MGI:1922656
NDUFS8,4728,Ndufs8,  MGI:2385079
NDUFV1,4723,Ndufv1,  MGI:107851
NDUFV2,4729,Ndufv2,  MGI:1920150
NDUFV3,4731,Ndufv3,  MGI:1890894
NEAT1,283131,Neat1,  MGI:1914211
NEB,4703,Neb,  MGI:97292
NEBL,10529,Nebl,  MGI:1921353
NECAB1,64168,Necab1,  MGI:1916602
NECAB2,54550,Necab2,  MGI:2152211
NECAB3,63941,Necab3,  MGI:1861721
NECAP1,25977,Necap1,  MGI:1914852
NECAP2,55707,Necap2,  MGI:1913397
NECTIN1,5818,Nectin1,  MGI:1926483
NECTIN2,5819,Nectin2,  MGI:97822
NECTIN3,25945,Nectin3,  MGI:1930171
NECTIN4,81607,Nectin4,  MGI:1918990
NEDD1,121441,Nedd1,  MGI:97293
NEDD4,4734,Nedd4,  MGI:97297
NEDD4L,23327,Nedd4l,  MGI:1933754
NEDD8,4738,Nedd8,  MGI:97301
NEDD9,4739,Nedd9,  MGI:97302
NEFH,4744,Nefh,  MGI:97309
NEFL,4747,Nefl,  MGI:97313
NEFM,4741,Nefm,  MGI:97314
NEGR1,257194,Negr1,  MGI:2444846
NEIL1,79661,Neil1,  MGI:1920024
NEIL2,252969,Neil2,  MGI:2686058
NEIL3,55247,Neil3,  MGI:2384588
NEK1,4750,Nek1,  MGI:97303
NEK10,152110,Nek10,  MGI:2685128
NEK11,79858,Nek11,  MGI:2442276
NEK2,4751,Nek2,  MGI:109359
NEK3,4752,Nek3,  MGI:1344371
NEK4,6787,Nek4,  MGI:1344404
NEK5,341676,Nek5,  MGI:2142824
NEK6,10783,Nek6,  MGI:1891638
NEK7,140609,Nek7,  MGI:1890645
NEK8,284086,Nek8,  MGI:1890646
NEK9,91754,Nek9,  MGI:2387995
NELFA,7469,Nelfa,  MGI:1346098
NELFB,25920,Nelfb,  MGI:1931035
NELFCD,51497,Nelfcd,  MGI:1926424
NELFE,7936,Nelfe,  MGI:102744
NELL1,4745,Nell1,  MGI:2443902
NELL2,4753,Nell2,  MGI:1858510
NEMF,9147,Nemf,  MGI:1918305
NEMP1,23306,Nemp1,  MGI:2446113
NEMP2,100131211,Nemp2,  MGI:2444113
NENF,29937,Nenf,  MGI:1913458
NEO1,4756,Neo1,  MGI:1097159
NEPNP,442253,Nepn,  MGI:1913900
NEPRO,25871,Nepro,  MGI:2384836
NES,10763,Nes,  MGI:101784
NET1,10276,Net1,  MGI:1927138
NETO1,81832,Neto1,  MGI:2180216
NETO2,81831,Neto2,  MGI:1921763
NEU1,4758,Neu1,  MGI:97305
NEU2,4759,Neu2,  MGI:1344417
NEU3,10825,Neu3,  MGI:1355305
NEU4,129807,Neu4,  MGI:2661364
NEURL1,9148,Neurl1a,  MGI:1334263
NEURL1B,54492,Neurl1b,  MGI:3643092
NEURL2,140825,Neurl2,  MGI:3043305
NEURL3,93082,Neurl3,  MGI:2429944
NEURL4,84461,Neurl4,  MGI:1921092
NEUROD1,4760,Neurod1,  MGI:1339708
NEUROD2,4761,Neurod2,  MGI:107755
NEUROD4,58158,Neurod4,  MGI:108055
NEUROD6,63974,Neurod6,  MGI:106593
NEUROG1,4762,Neurog1,  MGI:107754
NEUROG2,63973,Neurog2,  MGI:109619
NEUROG3,50674,Neurog3,  MGI:893591
NEXMIF,340533,Nexmif,  MGI:2148050
NEXN,91624,Nexn,  MGI:1916060
NF1,4763,Nf1,  MGI:97306
NF2,4771,Nf2,  MGI:97307
NFAM1,150372,Nfam1,  MGI:1921289
NFASC,23114,Nfasc,  MGI:104753
NFAT5,10725,Nfat5,  MGI:1859333
NFATC1,4772,Nfatc1,  MGI:102469
NFATC2,4773,Nfatc2,  MGI:102463
NFATC2IP,84901,Nfatc2ip,  MGI:1329015
NFATC3,4775,Nfatc3,  MGI:103296
NFATC4,4776,Nfatc4,  MGI:1920431
NFE2,4778,Nfe2,  MGI:97308
NFE2L1,4779,Nfe2l1,  MGI:99421
NFE2L2,4780,Nfe2l2,  MGI:108420
NFE2L3,9603,Nfe2l3,  MGI:1339958
NFIA,4774,Nfia,  MGI:108056
NFIB,4781,Nfib,  MGI:103188
NFIC,4782,Nfic,  MGI:109591
NFIL3,4783,Nfil3,  MGI:109495
NFIX,4784,Nfix,  MGI:97311
NFKB1,4790,Nfkb1,  MGI:97312
NFKB2,4791,Nfkb2,  MGI:1099800
NFKBIA,4792,Nfkbia,  MGI:104741
NFKBIB,4793,Nfkbib,  MGI:104752
NFKBID,84807,Nfkbid,  MGI:3041243
NFKBIE,4794,Nfkbie,  MGI:1194908
NFKBIL1,4795,Nfkbil1,  MGI:1340031
NFKBIZ,64332,Nfkbiz,  MGI:1931595
NFRKB,4798,Nfrkb,  MGI:2442410
NFS1,9054,Nfs1,  MGI:1316706
NFU1,27247,Nfu1,  MGI:1913290
NFX1,4799,Nfx1,  MGI:1921414
NFXL1,152518,Nfxl1,  MGI:1923646
NFYA,4800,Nfya,  MGI:97316
NFYB,4801,Nfyb,  MGI:97317
NFYC,4802,Nfyc,  MGI:107901
NGB,58157,Ngb,  MGI:2151886
NGDN,25983,Ngdn,  MGI:1916216
NGEF,25791,Ngef,  MGI:1858414
NGF,4803,Ngf,  MGI:97321
NGFR,4804,Ngfr,  MGI:97323
NGLY1,55768,Ngly1,  MGI:1913276
NGRN,51335,Ngrn,  MGI:1933212
NHEJ1,79840,Nhej1,  MGI:1922820
NHLH1,4807,Nhlh1,  MGI:98481
NHLH2,4808,Nhlh2,  MGI:97324
NHLRC1,378884,Nhlrc1,  MGI:2145264
NHLRC2,374354,Nhlrc2,  MGI:1914116
NHLRC3,387921,Nhlrc3,  MGI:2444520
NHLRC4,283948,Nhlrc4,  MGI:3687200
NHP2,55651,Nhp2,  MGI:1098547
NHS,4810,Nhs,  MGI:2684894
NHSL1,57224,Nhsl1,  MGI:106390
NHSL2,340527,Nhsl2,  MGI:3645090
NIBAN1,116496,Niban1,  MGI:2137237
NIBAN2,64855,Niban2,  MGI:2442910
NIBAN3,199786,Niban3,  MGI:3686743
NICN1,84276,Nicn1,  MGI:1913507
NID1,4811,Nid1,  MGI:97342
NID2,22795,Nid2,  MGI:1298229
NIF3L1,60491,Nif3l1,  MGI:1929485
NIFK,84365,Nifk,  MGI:1915199
NIM1K,167359,Nim1k,  MGI:2442399
NIN,51199,Nin,  MGI:105108
NINJ1,4814,Ninj1,  MGI:1196617
NINJ2,4815,Ninj2,  MGI:1352751
NINL,22981,Ninl,  MGI:1925427
NIP7,51388,Nip7,  MGI:1913414
NIPA1,123606,Nipa1,  MGI:2442058
NIPA2,81614,Nipa2,  MGI:1913918
NIPAL1,152519,Nipal1,  MGI:1917951
NIPAL2,79815,Nipal2,  MGI:1924488
NIPAL3,57185,Nipal3,  MGI:1921802
NIPAL4,348938,Nipal4,  MGI:2444671
NIPBL,25836,Nipbl,  MGI:1913976
NIPSNAP1,8508,Nipsnap1,  MGI:1278344
NIPSNAP2,2631,Nipsnap2,  MGI:1278343
NIPSNAP3A,25934,Nipsnap3a,  MGI:1920648
NIPSNAP3A,25934,Nipsnap3b,  MGI:1913786
NIPSNAP3B,55335,Nipsnap3a,  MGI:1920648
NIPSNAP3B,55335,Nipsnap3b,  MGI:1913786
NISCH,11188,Nisch,  MGI:1928323
NIT1,4817,Nit1,  MGI:1350916
NIT2,56954,Nit2,  MGI:1261838
NKAIN1,79570,Nkain1,  MGI:1914399
NKAIN2,154215,Nkain2,  MGI:1923447
NKAIN3,286183,Nkain3,  MGI:2444830
NKAIN4,128414,Nkain4,  MGI:1915372
NKAP,79576,Nkap,  MGI:1914300
NKAPD1,55216,Nkapd1,  MGI:2143205
NKAPL,222698,Nkapl,  MGI:1913957
NKD1,85407,Nkd1,  MGI:2135954
NKD2,85409,Nkd2,  MGI:1919543
NKG7,4818,Nkg7,  MGI:1931250
NKIRAS1,28512,Nkiras1,  MGI:1916971
NKIRAS2,28511,Nkiras2,  MGI:1919216
NKPD1,284353,Nkpd1,  MGI:1916797
NKRF,55922,Nkrf,  MGI:1924536
NKTR,4820,Nktr,  MGI:97346
NKX1-1,54729,Nkx1-1,  MGI:109346
NKX1-2,390010,Nkx1-2,  MGI:104806
NKX2-1,7080,Nkx2-1,  MGI:108067
NKX2-2,4821,Nkx2-2,  MGI:97347
NKX2-3,159296,Nkx2-3,  MGI:97348
NKX2-4,644524,Nkx2-4,  MGI:97349
NKX2-5,1482,Nkx2-5,  MGI:97350
NKX2-6,137814,Nkx2-6,  MGI:97351
NKX2-8,26257,Nkx2-9,  MGI:1270158
NKX3-1,4824,Nkx3-1,  MGI:97352
NKX3-2,579,Nkx3-2,  MGI:108015
NKX6-1,4825,Nkx6-1,  MGI:1206039
NKX6-2,84504,Nkx6-2,  MGI:1352738
NKX6-3,157848,Nkx6-3,  MGI:1921811
NLE1,54475,Nle1,  MGI:2429770
NLGN1,22871,Nlgn1,  MGI:2179435
NLGN2,57555,Nlgn2,  MGI:2681835
NLGN3,54413,Nlgn3,  MGI:2444609
NLK,51701,Nlk,  MGI:1201387
NLN,57486,Nln,  MGI:1923055
NLRC3,197358,Nlrc3,  MGI:2444070
NLRC4,58484,Nlrc4,  MGI:3036243
NLRC5,84166,Nlrc5,  MGI:3612191
NLRP1,22861,Nlrp1a,  MGI:2684861
NLRP10,338322,Nlrp10,  MGI:2444084
NLRP12,91662,Nlrp12,  MGI:2676630
NLRP14,338323,Nlrp14,  MGI:1924108
NLRP2,55655,Nlrp2,  MGI:3041206
NLRP3,114548,Nlrp3,  MGI:2653833
NLRP4,147945,Nlrp4c,  MGI:1890518
NLRP4,147945,Nlrp4e,  MGI:3056600
NLRP5,126206,Nlrp5,  MGI:1345193
NLRP6,171389,Nlrp6,  MGI:2141990
NLRP9,338321,Nlrp9b,  MGI:2675377
NLRX1,79671,Nlrx1,  MGI:2429611
NMB,4828,Nmb,  MGI:1915289
NMBR,4829,Nmbr,  MGI:1100525
NMD3,51068,Nmd3,  MGI:2140103
NME1,4830,Nme1,  MGI:97355
NME1-NME2,654364,Gm5566,  MGI:3648428
NME2,4831,Nme2,  MGI:97356
NME3,4832,Nme3,  MGI:1930182
NME4,4833,Nme4,  MGI:1931148
NME5,8382,Nme5,  MGI:1922783
NME6,10201,Nme6,  MGI:1861676
NME7,29922,Nme7,  MGI:2449121
NME8,51314,Nme8,  MGI:1920662
NME9,347736,Nme9,  MGI:4359686
NMI,9111,Nmi,  MGI:1928368
NMNAT1,64802,Nmnat1,  MGI:1913704
NMNAT2,23057,Nmnat2,  MGI:2444155
NMNAT3,349565,Nmnat3,  MGI:1921330
NMRAL1,57407,Nmral1,  MGI:1915074
NMRK1,54981,Nmrk1,  MGI:2147434
NMRK2,27231,Nmrk2,  MGI:1916814
NMS,129521,Nms,  MGI:3583618
NMT1,4836,Nmt1,  MGI:102579
NMT2,9397,Nmt2,  MGI:1202298
NMU,10874,Nmu,  MGI:1860476
